"Churn_Category","Feature","Coefficient","Odds_Ratio"
"Attitude","Contract_Tenure_RiskHigh Risk",0.139994189847223,1.15026711561014
"Attitude","Contract_Tenure_RiskLow Risk",-0.14557515458749,0.864524914619049
"Attitude","Contract_Tenure_RiskMedium Risk",0.0340303023682634,1.03461595756687
"Attitude","Tenure.in.Months",0.0166392302399969,1.01677843323664
"Attitude","ContractOne Year",0.0173860753698292,1.01753809289637
"Attitude","ContractTwo Year",-0.178201176312957,0.836774067433046
"Attitude","Total.Charges",0.116751967220633,1.12384064579925
"Attitude","Tenure_GroupLoyal",0.123861058864408,1.13185859835462
"Attitude","Tenure_GroupMature",-0.0108439791678418,0.989214604821844
"Attitude","Tenure_GroupNew",-0.000192993329899506,0.999807025292115
"Attitude","Total.Revenue",0.03631929090374,1.03698689412045
"Attitude","Number.of.Referrals",-0.179116037122923,0.836008885702714
"Attitude","Monthly.Charge",0.036569524681376,1.03724641573751
"Attitude","Premium.Tech.SupportNo Internet Service",0.0864308280584506,1.09027594860518
"Attitude","Premium.Tech.SupportYes",0.0028462469760943,1.00285030138272
"Attitude","Revenue_Tenure_Ratio",-0.0294187514461952,0.97100976757565
"Attitude","Age",0.154096343356004,1.1666032758391
"Attitude","Online.SecurityNo Internet Service",0.0875575744648048,1.09150510545619
"Attitude","Online.SecurityYes",0.0754268804916309,1.07834437682463
"Attitude","Internet.TypeDSL",-0.0934041525971498,0.91082531348333
"Attitude","Internet.TypeFiber Optic",0.0327807566422723,1.03332396498906
"Attitude","Internet.TypeNo Internet Service",0.0882249272993435,1.09223376759256
"Attitude","Number.of.Dependents",-0.0316195302933288,0.968875139602431
"Attitude","Latitude",-0.150067211502108,0.860650128893117
"Attitude","Avg_Revenue_Per_Month",-0.0308870861249275,0.969585046500188
"Attitude","Total.Long.Distance.Charges",-0.163184444967221,0.849434500046327
"Attitude","Longitude",-0.0192088896050624,0.980974425478657
"Attitude","OfferOffer A",-0.0195071699455815,0.980681863727863
"Attitude","OfferOffer B",-0.0345393633992294,0.966050311913942
"Attitude","OfferOffer C",-0.00436512699233983,0.995644386327173
"Attitude","OfferOffer D",0.0581681506173662,1.05989320242341
"Attitude","OfferOffer E",0.0788809232510046,1.08207546437002
"Attitude","Online.BackupNo Internet Service",0.0884245400568948,1.09245181314841
"Attitude","Online.BackupYes",-0.0411951355722436,0.959641851414217
"Attitude","Avg.Monthly.GB.Download",0.0782845487577018,1.08143033455185
"Attitude","Avg.Monthly.Long.Distance.Charges",0.0326755846358971,1.0332152939491
"Attitude","Population",-0.0611863378177185,0.940647945159166
"Attitude","Payment.MethodCredit Card",-0.0787994953558902,0.924225217316701
"Attitude","Payment.MethodMailed Check",-0.0789239815808358,0.924110171169376
"Competitor","Contract_Tenure_RiskHigh Risk",0.0380376972745585,1.03877039095305
"Competitor","Contract_Tenure_RiskLow Risk",-0.0600733223953168,0.941695483684305
"Competitor","Contract_Tenure_RiskMedium Risk",0.0324462530809624,1.03297837224701
"Competitor","Tenure.in.Months",-0.0753918634843578,0.927380008754855
"Competitor","ContractOne Year",-0.0469379532724231,0.954146597427773
"Competitor","ContractTwo Year",-0.0219348529865441,0.978303966556902
"Competitor","Total.Charges",0.0158432357703874,1.01596940526058
"Competitor","Tenure_GroupLoyal",-0.0379522708530668,0.962758891455192
"Competitor","Tenure_GroupMature",-0.205746043598622,0.814039780648133
"Competitor","Tenure_GroupNew",0.0339540641393942,1.03453708328536
"Competitor","Total.Revenue",0.0307752395895944,1.03125369283329
"Competitor","Number.of.Referrals",-0.146997777754925,0.863295895869241
"Competitor","Monthly.Charge",0.034954331175857,1.03557241434521
"Competitor","Premium.Tech.SupportNo Internet Service",-0.0936520492541143,0.910599550917088
"Competitor","Premium.Tech.SupportYes",-0.0933836703983107,0.910843969379564
"Competitor","Revenue_Tenure_Ratio",0.046284132786554,1.04737196139697
"Competitor","Age",-0.02630341522548,0.97403950635234
"Competitor","Online.SecurityNo Internet Service",-0.0927011879767171,0.911465816553226
"Competitor","Online.SecurityYes",-0.121863364475123,0.885269319477463
"Competitor","Internet.TypeDSL",-0.105440927723601,0.89992763205047
"Competitor","Internet.TypeFiber Optic",-0.0552927002610101,0.946208152044001
"Competitor","Internet.TypeNo Internet Service",-0.0928953473789685,0.911288864074161
"Competitor","Number.of.Dependents",-0.197369310054852,0.820887415348993
"Competitor","Latitude",-0.0429352422587055,0.957973424253587
"Competitor","Avg_Revenue_Per_Month",0.0475851088288049,1.04873545396934
"Competitor","Total.Long.Distance.Charges",0.0742526783676853,1.07707892566014
"Competitor","Longitude",0.0414288605254616,1.04229901061004
"Competitor","OfferOffer A",0.0369141102677024,1.03760389748984
"Competitor","OfferOffer B",0.0838701366451744,1.08748765984263
"Competitor","OfferOffer C",0.0101473174448564,1.01019897605477
"Competitor","OfferOffer D",-0.089615065464776,0.914283056666638
"Competitor","OfferOffer E",0.00844039762822868,1.00847611821221
"Competitor","Online.BackupNo Internet Service",-0.0939384693618961,0.910338774243192
"Competitor","Online.BackupYes",0.0137271154455374,1.01382176488683
"Competitor","Avg.Monthly.GB.Download",0.0166181619524383,1.01675701168188
"Competitor","Avg.Monthly.Long.Distance.Charges",0.0346464092467767,1.03525358797902
"Competitor","Population",0.107941280326799,1.11398233078751
"Competitor","Payment.MethodCredit Card",-0.0455703968481645,0.95545233937116
"Competitor","Payment.MethodMailed Check",0.115786530242928,1.12275617206251
"Dissatisfaction","Contract_Tenure_RiskHigh Risk",-0.0045798559942213,0.995430615554082
"Dissatisfaction","Contract_Tenure_RiskLow Risk",0.013880887280097,1.01397767410645
"Dissatisfaction","Contract_Tenure_RiskMedium Risk",-0.0124389445251796,0.987638099366182
"Dissatisfaction","Tenure.in.Months",-0.0934787770358841,0.910757346191568
"Dissatisfaction","ContractOne Year",0.00559443668110951,1.00561011476505
"Dissatisfaction","ContractTwo Year",0.0075882139490479,1.00761707740569
"Dissatisfaction","Total.Charges",-0.0615935436036855,0.940264985850255
"Dissatisfaction","Tenure_GroupLoyal",-0.114899232856834,0.891455968852293
"Dissatisfaction","Tenure_GroupMature",0.0201204276040696,1.02032420782799
"Dissatisfaction","Tenure_GroupNew",0.118014234629812,1.12526012891472
"Dissatisfaction","Total.Revenue",-0.0209911767154701,0.979227604535117
"Dissatisfaction","Number.of.Referrals",0.0467040483048082,1.04781186149092
"Dissatisfaction","Monthly.Charge",-0.0900600923623392,0.913876266637402
"Dissatisfaction","Premium.Tech.SupportNo Internet Service",-0.11824336598806,0.888479800536956
"Dissatisfaction","Premium.Tech.SupportYes",-0.0386622771536614,0.962075569186569
"Dissatisfaction","Revenue_Tenure_Ratio",0.0207388822364935,1.02095542723106
"Dissatisfaction","Age",0.020714535487719,1.02093057058835
"Dissatisfaction","Online.SecurityNo Internet Service",-0.117951373533787,0.888739267813886
"Dissatisfaction","Online.SecurityYes",-0.122020982024183,0.885129796492993
"Dissatisfaction","Internet.TypeDSL",-0.0694824974204248,0.93287646098616
"Dissatisfaction","Internet.TypeFiber Optic",-0.000723032872225839,0.999277228453055
"Dissatisfaction","Internet.TypeNo Internet Service",-0.117875823177996,0.888806414918237
"Dissatisfaction","Number.of.Dependents",-0.0344345947063656,0.966151529044462
"Dissatisfaction","Latitude",0.0472311318465085,1.04836429145349
"Dissatisfaction","Avg_Revenue_Per_Month",0.0203419793782808,1.02055028750976
"Dissatisfaction","Total.Long.Distance.Charges",0.0706122603335812,1.07316503653374
"Dissatisfaction","Longitude",-0.103675076654091,0.901518174138926
"Dissatisfaction","OfferOffer A",-0.0289634328702102,0.971451987028016
"Dissatisfaction","OfferOffer B",0.0657834283380537,1.06799539458038
"Dissatisfaction","OfferOffer C",-0.0713762446092024,0.931111500532609
"Dissatisfaction","OfferOffer D",-0.00135669898388491,0.998644220916125
"Dissatisfaction","OfferOffer E",-0.102532449130995,0.902548862351489
"Dissatisfaction","Online.BackupNo Internet Service",-0.117946624784201,0.888743488224137
"Dissatisfaction","Online.BackupYes",0.10282561369454,1.1082981202085
"Dissatisfaction","Avg.Monthly.GB.Download",0.0432652938859077,1.04421488193125
"Dissatisfaction","Avg.Monthly.Long.Distance.Charges",-0.0187385675743966,0.981435907876642
"Dissatisfaction","Population",0.0235060047068028,1.02378444825361
"Dissatisfaction","Payment.MethodCredit Card",-0.0709528534448916,0.931505808382263
"Dissatisfaction","Payment.MethodMailed Check",0.0362629059202742,1.03692842527997
"No Churn","Contract_Tenure_RiskHigh Risk",-0.285464901422292,0.751664723078047
"No Churn","Contract_Tenure_RiskLow Risk",0.368100876818413,1.44498779739358
"No Churn","Contract_Tenure_RiskMedium Risk",-0.149620768433154,0.861034445959419
"No Churn","Tenure.in.Months",0.0853529104683931,1.0891013541539
"No Churn","ContractOne Year",-0.0102739785960578,0.989778618440981
"No Churn","ContractTwo Year",0.420950662824863,1.52340911585226
"No Churn","Total.Charges",-0.0473071868713841,0.953794359478713
"No Churn","Tenure_GroupLoyal",0.0715817903096704,1.07420600675032
"No Churn","Tenure_GroupMature",0.0321852719819134,1.03270881959173
"No Churn","Tenure_GroupNew",-0.378555724333107,0.684849807192974
"No Churn","Total.Revenue",-0.0410690846618271,0.959762822767376
"No Churn","Number.of.Referrals",0.620264379491272,1.85941956926838
"No Churn","Monthly.Charge",-0.189128953824519,0.827679767341182
"No Churn","Premium.Tech.SupportNo Internet Service",0.072215880156017,1.07488736587071
"No Churn","Premium.Tech.SupportYes",0.0852441294418051,1.08898288703414
"No Churn","Revenue_Tenure_Ratio",-0.131549835615968,0.876735581391313
"No Churn","Age",-0.0888640763156842,0.914969931206775
"No Churn","Online.SecurityNo Internet Service",0.0741053538453803,1.07692025721009
"No Churn","Online.SecurityYes",0.0787442036670346,1.08192753357546
"No Churn","Internet.TypeDSL",0.0733082144866777,1.07606214375033
"No Churn","Internet.TypeFiber Optic",0.0208623825784129,1.02108152336171
"No Churn","Internet.TypeNo Internet Service",0.0739617354821826,1.07676560279133
"No Churn","Number.of.Dependents",0.390644618486296,1.47793318993936
"No Churn","Latitude",0.0480120366131811,1.04918328386181
"No Churn","Avg_Revenue_Per_Month",-0.130674666036541,0.877503209554762
"No Churn","Total.Long.Distance.Charges",-0.00538804458505578,0.994626444892173
"No Churn","Longitude",0.049859063097499,1.05112294392433
"No Churn","OfferOffer A",-0.0292010880167465,0.971221143895302
"No Churn","OfferOffer B",0.0344116561216326,1.0350105874876
"No Churn","OfferOffer C",0.0359023385017631,1.03655461007133
"No Churn","OfferOffer D",0.0619748814399927,1.06393561986168
"No Churn","OfferOffer E",-0.0128547764708859,0.987227493271151
"No Churn","Online.BackupNo Internet Service",0.0719141438165016,1.07456308221808
"No Churn","Online.BackupYes",0.0669764132472971,1.06927025726403
"No Churn","Avg.Monthly.GB.Download",-0.0117501316324518,0.988318631575147
"No Churn","Avg.Monthly.Long.Distance.Charges",0.0762881110448281,1.0792734799774
"No Churn","Population",-0.0579726487688697,0.943675757777588
"No Churn","Payment.MethodCredit Card",0.148902446109904,1.1605597665666
"No Churn","Payment.MethodMailed Check",-0.0409140333059286,0.959911646831775
"Other","Contract_Tenure_RiskHigh Risk",0.0594659384971858,1.06126961192602
"Other","Contract_Tenure_RiskLow Risk",-0.0990588932231305,0.905689367486859
"Other","Contract_Tenure_RiskMedium Risk",0.0569935949139122,1.05864902963561
"Other","Tenure.in.Months",-0.0215585996845371,0.978672125910929
"Other","ContractOne Year",0.110367767815554,1.11668867710572
"Other","ContractTwo Year",-0.213843065176845,0.807475096041135
"Other","Total.Charges",-0.0310311447234696,0.96944537949758
"Other","Tenure_GroupLoyal",-0.208870399497707,0.811500399688018
"Other","Tenure_GroupMature",0.134658768469413,1.14414629893933
"Other","Tenure_GroupNew",0.107655302219586,1.11366380177741
"Other","Total.Revenue",0.00736761671339894,1.00739482437892
"Other","Number.of.Referrals",-0.0986745147035024,0.906037561940124
"Other","Monthly.Charge",0.105310200561357,1.11105520685479
"Other","Premium.Tech.SupportNo Internet Service",-0.0913379391980838,0.912709218554972
"Other","Premium.Tech.SupportYes",0.0431046181007999,1.04404711536365
"Other","Revenue_Tenure_Ratio",0.0263473553814515,1.02669751544924
"Other","Age",-0.153543665084944,0.857663313439754
"Other","Online.SecurityNo Internet Service",-0.0917928930134212,0.912294072457008
"Other","Online.SecurityYes",-0.0590448213808931,0.942664516684843
"Other","Internet.TypeDSL",0.0586363949645188,1.06038960763443
"Other","Internet.TypeFiber Optic",-0.0545185404362276,0.946940951996738
"Other","Internet.TypeNo Internet Service",-0.0918272329389692,0.912262744884378
"Other","Number.of.Dependents",-0.103550401988315,0.901630577622765
"Other","Latitude",-0.102469019048012,0.902606112916409
"Other","Avg_Revenue_Per_Month",0.0253510849360786,1.02567515641587
"Other","Total.Long.Distance.Charges",0.0867400783625573,1.0906131689139
"Other","Longitude",-0.0711793281165204,0.931294869797214
"Other","OfferOffer A",0.0556174448157159,1.05719317163884
"Other","OfferOffer B",-0.172103536449036,0.841892002147515
"Other","OfferOffer C",-0.0650449347922322,0.937025357391648
"Other","OfferOffer D",-0.0236860791144079,0.976592234342225
"Other","OfferOffer E",-0.0214474917630232,0.978780870177745
"Other","Online.BackupNo Internet Service",-0.0917997620799604,0.912287805869844
"Other","Online.BackupYes",-0.0379253013992522,0.962784856886785
"Other","Avg.Monthly.GB.Download",-0.0870978574228439,0.916587396363935
"Other","Avg.Monthly.Long.Distance.Charges",-0.153078393170819,0.858062452938271
"Other","Population",-0.00776842720843678,0.992261669038283
"Other","Payment.MethodCredit Card",0.0149645068746682,1.01507703571988
"Other","Payment.MethodMailed Check",-0.02977812511119,0.9706608749319
"Price","Contract_Tenure_RiskHigh Risk",0.0525469317975459,1.05395202478089
"Price","Contract_Tenure_RiskLow Risk",-0.0772743938925727,0.925635829938336
"Price","Contract_Tenure_RiskMedium Risk",0.0385895625951951,1.03934381051855
"Price","Tenure.in.Months",0.088437099496389,1.09246553381702
"Price","ContractOne Year",-0.0761363479980117,0.926689845639818
"Price","ContractTwo Year",-0.0145597822975644,0.985545698784987
"Price","Total.Charges",0.00733667220751844,1.00736365152617
"Price","Tenure_GroupLoyal",0.16627905403353,1.18090259137976
"Price","Tenure_GroupMature",0.029625554711068,1.03006875733844
"Price","Tenure_GroupNew",0.119125116674215,1.12651085476303
"Price","Total.Revenue",-0.012401885829436,0.987674700624204
"Price","Number.of.Referrals",-0.24218009821473,0.784914803066818
"Price","Monthly.Charge",0.102354989768268,1.10777665131318
"Price","Premium.Tech.SupportNo Internet Service",0.14458664622579,1.15556181569615
"Price","Premium.Tech.SupportYes",0.000850953033272832,1.00085131519653
"Price","Revenue_Tenure_Ratio",0.0675982166576644,1.0699353399105
"Price","Age",0.0939002777823856,1.09845020056527
"Price","Online.SecurityNo Internet Service",0.14078252621374,1.15117427053321
"Price","Online.SecurityYes",0.148758083721534,1.1603922374796
"Price","Internet.TypeDSL",0.136382968289979,1.14612073745679
"Price","Internet.TypeFiber Optic",0.0568911343487783,1.05854056541451
"Price","Internet.TypeNo Internet Service",0.140411740714408,1.15074751092951
"Price","Number.of.Dependents",-0.0236707814434346,0.976607174043172
"Price","Latitude",0.200228304349136,1.22168164155584
"Price","Avg_Revenue_Per_Month",0.0682835790183041,1.07066888466406
"Price","Total.Long.Distance.Charges",-0.0630325275115472,0.938912932691165
"Price","Longitude",0.102775370752713,1.10824243744936
"Price","OfferOffer A",-0.0148598642508802,0.985249998675966
"Price","OfferOffer B",0.0225776787434043,1.02283448357604
"Price","OfferOffer C",0.0947366504471549,1.09936929858729
"Price","OfferOffer D",-0.00548518849429003,0.994529827684051
"Price","OfferOffer E",0.0495133964856711,1.05075966860738
"Price","Online.BackupNo Internet Service",0.143346172352661,1.15412926016254
"Price","Online.BackupYes",-0.104408705415879,0.900857037021358
"Price","Avg.Monthly.GB.Download",-0.0393200155407521,0.961442983214277
"Price","Avg.Monthly.Long.Distance.Charges",0.028206855817714,1.02860843605536
"Price","Population",-0.00451987123857676,0.995490328007218
"Price","Payment.MethodCredit Card",0.0314557926643737,1.03195575457287
"Price","Payment.MethodMailed Check",-0.00243329616524763,0.997569661900097
